 TITLE = "Lowspeed Turbulent Flat Plate Case Data from NASA, Mach number=0.2 Unit Reynolds Number=5E6, friction coefficient, attached flow"
VARIABLES ="Mach number","Reynolds number", "Unit Reybolds number","Static temperature", "Static pressure","Angle of attack","Lengthwise coordinate(x)","Friction coefficient(Cf)"
zone t="Friction coefficient", i=100, f=point 
0.2  1.0E+07  5.0E+06  300  114460.4  0  1.999999955E-002 6.484029815E-003
0.2  1.0E+07  5.0E+06  300  114460.4  0  3.999999911E-002 5.347779952E-003
0.2  1.0E+07  5.0E+06  300  114460.4  0  5.999999866E-002 4.817029927E-003
0.2  1.0E+07  5.0E+06  300  114460.4  0  7.999999821E-002 4.487169906E-003
0.2  1.0E+07  5.0E+06  300  114460.4  0  1.000000015E-001 4.254200030E-003
0.2  1.0E+07  5.0E+06  300  114460.4  0  1.199999973E-001 4.077109974E-003
0.2  1.0E+07  5.0E+06  300  114460.4  0  1.400000006E-001 3.935900051E-003
0.2  1.0E+07  5.0E+06  300  114460.4  0  1.599999964E-001 3.819460049E-003
0.2  1.0E+07  5.0E+06  300  114460.4  0  1.800000072E-001 3.720999928E-003
0.2  1.0E+07  5.0E+06  300  114460.4  0  2.000000030E-001 3.636119887E-003
0.2  1.0E+07  5.0E+06  300  114460.4  0  2.199999988E-001 3.561829915E-003
0.2  1.0E+07  5.0E+06  300  114460.4  0  2.399999946E-001 3.495990066E-003
0.2  1.0E+07  5.0E+06  300  114460.4  0  2.599999905E-001 3.437019885E-003
0.2  1.0E+07  5.0E+06  300  114460.4  0  2.800000012E-001 3.383750096E-003
0.2  1.0E+07  5.0E+06  300  114460.4  0  3.000000119E-001 3.335270099E-003
0.2  1.0E+07  5.0E+06  300  114460.4  0  3.199999928E-001 3.290849971E-003
0.2  1.0E+07  5.0E+06  300  114460.4  0  3.400000036E-001 3.249939997E-003
0.2  1.0E+07  5.0E+06  300  114460.4  0  3.600000143E-001 3.212060081E-003
0.2  1.0E+07  5.0E+06  300  114460.4  0  3.799999952E-001 3.176840022E-003
0.2  1.0E+07  5.0E+06  300  114460.4  0  4.000000060E-001 3.143959912E-003
0.2  1.0E+07  5.0E+06  300  114460.4  0  4.199999869E-001 3.113159910E-003
0.2  1.0E+07  5.0E+06  300  114460.4  0  4.399999976E-001 3.084209980E-003
0.2  1.0E+07  5.0E+06  300  114460.4  0  4.600000083E-001 3.056929912E-003
0.2  1.0E+07  5.0E+06  300  114460.4  0  4.799999893E-001 3.031149972E-003
0.2  1.0E+07  5.0E+06  300  114460.4  0  5.000000000E-001 3.006719984E-003
0.2  1.0E+07  5.0E+06  300  114460.4  0  5.199999809E-001 2.983530052E-003
0.2  1.0E+07  5.0E+06  300  114460.4  0  5.400000215E-001 2.961470047E-003
0.2  1.0E+07  5.0E+06  300  114460.4  0  5.600000024E-001 2.940450097E-003
0.2  1.0E+07  5.0E+06  300  114460.4  0  5.799999833E-001 2.920370083E-003
